Id	Plate	Row	Column	Clog	Scan.rate	Status.sort	Status.sel	TOF	EXT	Green	Yellow	Red	PH.Ext	PW.Ext	PH.Green	PW.Green	PCGreen	PH.Yellow	PW.Yellow	PCYellow	PH.Red	PW.Red	PCRed	Time.Stamp
13	1	B	1	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13	1	B	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13	1	B	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14	1	B	2	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14	1	B	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14	1	B	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15	1	B	3	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15	1	B	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15	1	B	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16	1	B	4	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16	1	B	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16	1	B	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17	1	B	5	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17	1	B	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17	1	B	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18	1	B	6	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18	1	B	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18	1	B	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19	1	B	7	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19	1	B	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19	1	B	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20	1	B	8	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20	1	B	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20	1	B	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21	1	B	9	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21	1	B	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21	1	B	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22	1	B	10	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22	1	B	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22	1	B	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23	1	B	11	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23	1	B	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23	1	B	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24	1	B	12	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24	1	B	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24	1	B	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25	1	C	1	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25	1	C	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25	1	C	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26	1	C	2	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26	1	C	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26	1	C	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27	1	C	3	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27	1	C	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27	1	C	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28	1	C	4	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28	1	C	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28	1	C	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29	1	C	5	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29	1	C	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29	1	C	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30	1	C	6	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30	1	C	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30	1	C	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31	1	C	7	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31	1	C	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31	1	C	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32	1	C	8	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32	1	C	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32	1	C	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33	1	C	9	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33	1	C	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33	1	C	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34	1	C	10	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34	1	C	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34	1	C	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35	1	C	11	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35	1	C	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35	1	C	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36	1	C	12	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36	1	C	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36	1	C	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
37	1	D	1	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
37	1	D	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
37	1	D	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38	1	D	2	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38	1	D	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38	1	D	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39	1	D	3	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39	1	D	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39	1	D	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40	1	D	4	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40	1	D	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40	1	D	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41	1	D	5	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41	1	D	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41	1	D	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42	1	D	6	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42	1	D	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42	1	D	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43	1	D	7	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43	1	D	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43	1	D	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44	1	D	8	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44	1	D	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44	1	D	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45	1	D	9	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45	1	D	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45	1	D	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46	1	D	10	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46	1	D	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46	1	D	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47	1	D	11	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47	1	D	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47	1	D	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
48	1	D	12	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
48	1	D	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
48	1	D	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49	1	E	1	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49	1	E	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49	1	E	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50	1	E	2	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50	1	E	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50	1	E	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51	1	E	3	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51	1	E	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51	1	E	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
52	1	E	4	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
52	1	E	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
52	1	E	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53	1	E	5	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53	1	E	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53	1	E	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54	1	E	6	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54	1	E	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54	1	E	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55	1	E	7	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55	1	E	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55	1	E	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56	1	E	8	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56	1	E	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56	1	E	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57	1	E	9	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57	1	E	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57	1	E	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58	1	E	10	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58	1	E	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58	1	E	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59	1	E	11	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59	1	E	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59	1	E	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60	1	E	12	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60	1	E	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60	1	E	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61	1	F	1	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61	1	F	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61	1	F	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62	1	F	2	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62	1	F	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62	1	F	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63	1	F	3	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63	1	F	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63	1	F	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64	1	F	4	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64	1	F	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64	1	F	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65	1	F	5	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65	1	F	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65	1	F	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66	1	F	6	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66	1	F	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66	1	F	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67	1	F	7	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67	1	F	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67	1	F	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
68	1	F	8	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
68	1	F	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
68	1	F	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69	1	F	9	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69	1	F	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69	1	F	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
70	1	F	10	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
70	1	F	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
70	1	F	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
71	1	F	11	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
71	1	F	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
71	1	F	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72	1	F	12	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72	1	F	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72	1	F	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73	1	G	1	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73	1	G	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73	1	G	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
74	1	G	2	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
74	1	G	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
74	1	G	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75	1	G	3	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75	1	G	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75	1	G	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
76	1	G	4	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
76	1	G	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
76	1	G	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77	1	G	5	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77	1	G	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77	1	G	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
78	1	G	6	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
78	1	G	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
78	1	G	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
79	1	G	7	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
79	1	G	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
79	1	G	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
80	1	G	8	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
80	1	G	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
80	1	G	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
81	1	G	9	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
81	1	G	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
81	1	G	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
82	1	G	10	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
82	1	G	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
82	1	G	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
83	1	G	11	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
83	1	G	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
83	1	G	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
84	1	G	12	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
84	1	G	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
84	1	G	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
85	1	H	1	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
85	1	H	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
85	1	H	1	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
86	1	H	2	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
86	1	H	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
86	1	H	2	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
87	1	H	3	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
87	1	H	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
87	1	H	3	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
88	1	H	4	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
88	1	H	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
88	1	H	4	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
89	1	H	5	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
89	1	H	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
89	1	H	5	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
90	1	H	6	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
90	1	H	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
90	1	H	6	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
91	1	H	7	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
91	1	H	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
91	1	H	7	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
92	1	H	8	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
